id_anonyme,type_repondant,sexe,serie_bac,famille_bac,note_malagasy,note_francais,note_langue_vivante,note_hg,note_philosophie,note_mathematiques,note_spc,note_svt,note_ses,score_scientifique_dur,score_scientifique_naturel,score_litteraire,score_economique,moyenne_generale,mention_diplome,matiere_mathematiques,matiere_physique,matiere_informatique,matiere_svt,matiere_francais,matiere_malagasy,matiere_hg,matiere_ses,matiere_arts,matiere_autre,competence_logique,competence_programmation,competence_expression,competence_manuelle,competence_relationnelle,competence_creativite,competence_organisation,competence_esprit_critique,competence_autre,interet_technologie,interet_science,interet_art,interet_sante,interet_entrepreneuriat,interet_environnement,interet_social,interet_sport,interet_autre,experience_projet_prog,experience_stage,experience_association,experience_projet_perso,metier_vise,environnement,prerequis_bases_algo,prerequis_anglais,prerequis_maths_avancees,parcours_choisi,niveau_actuel,annee_fin_etudes,metier_exerce,anciennete_metier,satisfaction,referait_choix,commentaire_retrospectif
rep_synth_0072,etudiant,homme,c,scientifique,8,8,14,10,12,20,20,13,,20.0,13.0,10.4,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,technicien_superieur,terrain,1,0,1,emii,l3,0,,,5,oui,
rep_synth_0397,professionnel,femme,a1,litteraire,16,19,17,11,14,7,,,,,,15.4,,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,responsable_restauration,relationnel,1,1,0,teh,,2015,directeur_hotel,103,5,oui,
rep_synth_0399,professionnel,femme,a2,litteraire,12,17,18,15,16,9,,,,,,15.6,,4,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,juriste,relationnel,0,1,0,dtja,,2011,ecoguide,68,2,non,
rep_synth_0176,etudiant,homme,s,scientifique,9,11,13,12,7,13,15,14,,14.0,14.0,10.4,,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,technicien_agroalimentaire,terrain,0,1,0,iaa,l2,0,,,4,oui,
rep_synth_0245,etudiant,homme,d,scientifique,10,10,9,10,8,16,10,19,,13.0,19.0,9.4,,2,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,consultant,recherche,1,0,1,iggia,l2,0,,,5,oui,
rep_synth_0272,professionnel,femme,c,scientifique,7,12,7,14,7,17,19,13,,18.0,13.0,9.4,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,developpeur,recherche,1,1,1,esii,,2010,developpeur,135,5,oui,
rep_synth_0204,etudiant,homme,d,scientifique,15,8,12,11,11,14,11,16,,12.5,16.0,11.4,,3,2,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,developpeur,bureau,1,0,1,iggia,l1,0,,,5,oui,
rep_synth_0119,etudiant,homme,ose,economique,15,13,14,12,3,14,,,17,,,11.4,14.3,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,charge_etudes,bureau,0,1,1,emp,m1,0,,,4,oui,
rep_synth_0116,etudiant,homme,d,scientifique,9,14,8,11,14,15,11,16,,13.0,16.0,11.2,,3,2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,developpeur_web,bureau,1,1,1,imticia,m1,0,,,5,oui,
rep_synth_0150,etudiant,homme,a2,litteraire,15,13,15,15,13,7,,,,,,14.2,,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,commercial_export,relationnel,0,1,1,caa,l3,0,,,4,non,
rep_synth_0277,professionnel,homme,d,scientifique,7,12,13,13,17,11,11,17,,11.0,17.0,12.4,,3,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,developpeur,recherche,1,1,1,isaia,,2009,data_scientist,191,5,oui,
rep_synth_0056,etudiant,homme,a1,litteraire,15,14,16,14,16,9,,,,,,15.0,,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,ecoguide,relationnel,0,1,1,tee,l1,0,,,4,non,
rep_synth_0147,etudiant,homme,s,scientifique,10,14,9,14,10,17,15,11,,16.0,11.0,11.4,,3,2,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,ingenieur_maintenance,terrain,0,1,1,icmp,m1,0,,,4,oui,
rep_synth_0295,professionnel,homme,c,scientifique,14,11,13,14,11,19,16,11,,17.5,11.0,12.6,,4,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ingenieur_genie_civil,recherche,1,1,1,gca,,2016,conducteur_travaux,95,5,oui,
rep_synth_0328,professionnel,homme,c,scientifique,14,13,17,9,10,19,16,11,,17.5,11.0,12.6,,4,3,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,ingenieur_materiaux,recherche,0,1,1,icmp,,2017,ingenieur_materiaux,70,5,oui,
rep_synth_0270,professionnel,femme,l,litteraire,13,11,14,12,14,13,,,,,,12.8,,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,gestionnaire_tourisme,relationnel,0,1,0,tee,,2009,gestionnaire_tourisme,134,4,oui,
rep_synth_0064,etudiant,homme,c,scientifique,8,7,17,10,9,15,15,15,,15.0,15.0,10.2,,3,2,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,comptable,bureau,0,1,0,fic,l3,0,,,4,non,
rep_synth_0037,etudiant,femme,d,scientifique,11,17,14,14,12,14,10,18,,12.0,18.0,13.6,,4,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,developpeur_web,recherche,1,1,1,imticia,m1,0,,,5,oui,
rep_synth_0310,professionnel,femme,c,scientifique,10,16,9,6,9,15,13,10,,14.0,10.0,10.0,,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,developpeur,bureau,1,1,1,isaia,,2009,developpeur,153,5,oui,
rep_synth_0160,etudiant,homme,s,scientifique,11,16,17,14,12,19,19,13,,19.0,13.0,14.0,,5,4,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,developpeur_web,bureau,1,1,1,imticia,l3,0,,,5,oui,
rep_synth_0040,etudiant,homme,s,scientifique,12,13,11,9,13,18,17,10,,17.5,10.0,11.6,,3,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,conducteur_travaux,recherche,1,1,1,gca,l2,0,,,5,oui,
rep_synth_0030,etudiant,femme,a2,litteraire,14,11,18,18,14,9,,,,,,15.0,,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,assistant_juridique,relationnel,1,1,0,dtja,m1,0,,,4,non,
rep_synth_0069,etudiant,femme,d,scientifique,9,13,16,4,9,14,19,15,,16.5,15.0,10.2,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,developpeur,recherche,1,1,1,esii,l3,0,,,4,non,
rep_synth_0178,etudiant,homme,a1,litteraire,15,15,15,10,16,12,,,,,,14.2,,4,3,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,directeur_hotel,relationnel,0,1,0,tee,l1,0,,,3,non,
rep_synth_0313,professionnel,homme,a2,litteraire,15,13,17,13,11,10,,,,,,13.8,,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,developpeur,relationnel,0,1,0,tee,,2020,gestionnaire_tourisme,35,3,oui,
rep_synth_0189,etudiant,homme,d,scientifique,8,12,11,7,11,16,11,16,,13.5,16.0,9.8,,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,agronome,recherche,1,1,1,imticia,l1,0,,,5,oui,
rep_synth_0201,etudiant,homme,ose,economique,15,12,16,15,9,12,,,19,,,13.4,15.3,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,developpeur,bureau,0,1,0,fic,m1,0,,,3,non,
rep_synth_0110,etudiant,homme,c,scientifique,12,5,13,15,10,19,15,16,,17.0,16.0,11.0,,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,horticulteur,laboratoire,0,1,1,pip,m1,0,,,5,oui,
rep_synth_0349,professionnel,femme,s,scientifique,11,13,9,14,14,13,17,14,,15.0,14.0,12.2,,3,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,chef_de_projet_multimedia,bureau,1,1,1,iggia,,2018,chef_de_projet,77,4,oui,
rep_synth_0318,professionnel,homme,a2,litteraire,16,13,15,13,15,11,,,,,,14.4,,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ecoguide,relationnel,0,0,0,tee,,2012,gestionnaire_tourisme,61,3,non,
rep_synth_0002,etudiant,homme,s,scientifique,10,13,11,13,12,18,15,13,,16.5,13.0,11.8,,3,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,juriste,recherche,1,1,1,imticia,m1,0,,,5,oui,
rep_synth_0394,professionnel,homme,a2,litteraire,12,13,14,11,14,9,,,,,,12.8,,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,commercial_export,bureau,1,1,0,caa,,2019,commercial_export,54,4,oui,
rep_synth_0372,professionnel,homme,l,litteraire,12,13,17,15,10,11,,,,,,13.4,,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,commercial_export,bureau,1,1,0,caa,,2012,commercial_export,159,4,oui,
rep_synth_0062,etudiant,femme,s,scientifique,6,15,10,10,6,15,14,11,,14.5,11.0,9.4,,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,developpeur_web,bureau,1,1,1,imticia,m1,0,,,4,oui,
rep_synth_0390,professionnel,femme,c,scientifique,10,9,5,8,10,18,19,10,,18.5,10.0,8.4,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,technicien_agroalimentaire,laboratoire,0,1,0,iaa,,2013,controleur_qualite,123,4,oui,
rep_synth_0146,etudiant,femme,s,scientifique,10,9,9,6,13,13,15,14,,14.0,14.0,9.4,,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,horticulteur,recherche,1,0,0,pip,m2,0,,,4,oui,
rep_synth_0374,professionnel,femme,d,scientifique,11,12,20,15,11,11,14,18,,12.5,18.0,13.8,,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,horticulteur,terrain,0,1,0,pip,,2018,charge_affaires,57,3,oui,
rep_synth_0136,etudiant,femme,ose,economique,9,17,11,14,12,13,,,19,,,12.6,15.3,4,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,charge_affaires,bureau,0,1,0,caa,l3,0,,,5,oui,
rep_synth_0255,etudiant,femme,ose,economique,16,9,17,9,15,10,,,18,,,13.2,12.3,3,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,gestionnaire_tourisme,relationnel,0,1,0,tee,m1,0,,,4,oui,
rep_synth_0360,professionnel,homme,s,scientifique,10,6,12,8,7,18,11,18,,14.5,18.0,8.6,,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,agronome,terrain,0,1,1,aee,,2012,agronome,109,5,oui,
rep_synth_0327,professionnel,homme,a1,litteraire,15,14,15,12,16,12,,,,,,14.4,,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,charge_etudes,bureau,1,0,0,emp,,2009,charge_etudes,184,4,oui,
rep_synth_0242,etudiant,femme,a1,litteraire,15,16,17,10,16,16,,,,,,14.8,,5,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,economiste,bureau,0,1,1,emp,m1,0,,,5,oui,
rep_synth_0171,etudiant,femme,ose,economique,7,9,11,13,11,13,,,11,,,10.2,12.3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,responsable_restauration,relationnel,0,1,0,teh,m1,0,,,4,oui,
rep_synth_0194,etudiant,homme,s,scientifique,11,14,13,12,12,17,15,12,,16.0,12.0,12.4,,3,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,technicien_production_vegetale,terrain,0,0,1,pip,l1,0,,,4,oui,
rep_synth_0353,professionnel,femme,s,scientifique,11,15,10,15,10,15,18,15,,16.5,15.0,12.2,,4,3,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,controleur_qualite,recherche,0,1,0,iaa,,2014,controleur_qualite,111,5,oui,
rep_synth_0126,etudiant,homme,ose,economique,10,13,14,12,13,17,,,20,,,12.4,16.3,4,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,gestionnaire_tourisme,relationnel,0,1,1,tee,l2,0,,,4,non,
rep_synth_0007,etudiant,homme,a2,litteraire,12,20,11,13,13,9,,,,,,13.8,,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,responsable_restauration,relationnel,0,1,0,teh,l2,0,,,4,oui,
rep_synth_0269,professionnel,femme,ose,economique,14,16,6,15,11,13,,,19,,,12.4,15.7,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,charge_etudes,relationnel,1,0,0,emp,,2020,charge_etudes,59,5,oui,
rep_synth_0306,professionnel,femme,s,scientifique,5,15,18,10,15,18,16,14,,17.0,14.0,12.6,,4,3,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,chef_de_projet_multimedia,recherche,1,1,1,imticia,,2012,developpeur_web,144,5,oui,
rep_synth_0066,etudiant,homme,s,scientifique,6,11,9,14,5,18,16,11,,17.0,11.0,9.0,,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,developpeur,bureau,1,1,1,esii,m2,0,,,5,oui,
rep_synth_0282,professionnel,homme,a1,litteraire,16,17,14,16,14,12,,,,,,15.4,,4,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,ecoguide,relationnel,1,1,0,tee,,2011,gestionnaire_tourisme,127,4,oui,
rep_synth_0058,etudiant,femme,s,scientifique,14,9,10,8,10,19,16,14,,17.5,14.0,10.2,,3,2,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,technicien_superieur,recherche,1,0,1,emii,m1,0,,,5,oui,
rep_synth_0213,etudiant,homme,l,litteraire,15,12,16,15,11,13,,,,,,13.8,,4,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,assistant_juridique,bureau,0,1,1,dtja,m1,0,,,4,oui,
rep_synth_0172,etudiant,homme,s,scientifique,7,13,15,10,5,20,16,12,,18.0,12.0,10.0,,3,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,developpeur,bureau,1,1,1,esii,m2,0,,,5,oui,
rep_synth_0055,etudiant,femme,a2,litteraire,18,18,13,15,17,9,,,,,,16.2,,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,economiste,bureau,0,1,0,emp,l1,0,,,3,oui,
rep_synth_0301,professionnel,femme,d,scientifique,13,12,4,10,10,9,14,19,,11.5,19.0,9.8,,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,technicien_superieur,terrain,1,1,0,emii,,2008,technicien_superieur,199,5,oui,
rep_synth_0016,etudiant,homme,d,scientifique,14,13,10,10,11,10,11,16,,10.5,16.0,11.6,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,developpeur,bureau,1,0,1,isaia,m2,0,,,4,oui,
rep_synth_0014,etudiant,homme,d,scientifique,11,13,9,7,13,16,10,16,,13.0,16.0,10.6,,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,horticulteur,bureau,1,0,1,iggia,m1,0,,,4,oui,
rep_synth_0107,etudiant,femme,c,scientifique,10,8,13,12,13,15,15,12,,15.0,12.0,11.2,,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,environnementaliste,terrain,0,0,1,aee,l2,0,,,5,oui,
